 3908 Nyx                2004-Nov-14 22:45 <  00:01  54.3 0.1394 0.1394    8.88  < 1e-09  2.4e6  17.4   602*   6033  JPL#11  
 7753 1988 XB            2004-Nov-21 22:56 <  00:01  28.4 0.0729 0.0729   11.34  < 1e-09  1.1e5  18.6   246    3346  JPL#06  
      1998 DV9           2005-Jan-11 09:45    00:38  30.2 0.0777 0.0775    8.65  < 1e-09  4.1e4  18.1   126     500  JPL#11  
      1998 WT            2005-Mar-07 17:38    14:49  27.4 0.0705 0.0576   16.69  < 1e-09  2.6e3  17.3    70      34  JPL#13  
      1999 RR28          2005-Mar-29        1/18:18  17.9 0.0460 0.0210   19.86  < 1e-09  1.3e3  18.6    86      39  JPL#25  
      1999 GU3           2005-May-04 22:49    00:46  66.6 0.1711 0.1708   11.12  < 1e-09  8.4e5  19.6   258*    101  JPL#30  
      1999 MN            2005-Jun-01 08:08    00:44  27.8 0.0714 0.0333   17.47  < 1e-09  9.2e3  21.6    45      25  JPL#14  
      1992 UY4           2005-Aug-08 09:14    00:40  15.7 0.0404 0.0402   10.49  < 1e-09  2.0e4  17.5    45    1395  JPL#06  
      1999 RQ36          2005-Sep-20 10:44    00:05  12.9 0.0331 0.0331    6.84  < 1e-09  2.6e5  21.0   167*     20  JPL#31  
 1862 Apollo             2005-Nov-06 19:15 <  00:01  29.3 0.0752 0.0752   15.23  < 1e-09  4.3e5  16.2   246*  24876  JPL#35  
      1994 XL1           2005-Dec-08        1/12:34  22.7 0.0584 0.0413   16.05  < 1e-09  1.4e5  20.5    75      16  JPL#03  
 3361 Orpheus            2006-Jan-11 13:17    00:01  62.2 0.1597 0.1597    7.25  < 1e-09  8.3e5  19.0    84    5908  JPL#04  
      1997 XR2           2006-Jul-10        7/06:21  58.6 0.1505 0.1419    5.12  < 1e-09  1.0e4  21.0   149      27  JPL#02  
 4450 Pan                2006-Sep-08 22:35 <  00:01  57.0 0.1464 0.1463   22.57  < 1e-09  1.4e5  17.2   104    3355  JPL#03  
      1999 GS6           2006-Sep-15 15:14    13:43  48.5 0.1247 0.1135   11.30  < 1e-09  1.1e4  19.7    93      49  JPL#07  
 5011 Ptah               2007-Jan-21 23:14    00:03  77.1 0.1981 0.1981   10.12  < 1e-09  1.2e5  17.1    32   13427  JPL#08  
      1991 GO            2007-Apr-15 15:23    00:01  70.3 0.1807 0.1806   23.70  < 1e-09  9.4e4  19.8    17    2948  JPL#10  
      1998 VO            2007-May-07 03:28    18:54  24.4 0.0626 0.0561    7.61  < 1e-09  7.4e3  20.4   113      37  JPL#14  
 1862 Apollo             2007-May-08 15:18 <  00:01  27.8 0.0714 0.0714   19.18  < 1e-09  4.4e5  16.2   246*  24876  JPL#35  
      1999 FA            2007-Sep-29 19:27    05:21  51.8 0.1331 0.1298    8.00  < 1e-09  4.9e5  20.6   161      69  JPL#27  
      1999 AQ10          2007-Oct-01 22:06    07:32  53.8 0.1382 0.1367    5.18  < 1e-09  2.2e4  20.4   127      42  JPL#30  
 2340 Hathor             2007-Oct-22 05:43 <  00:01  23.3 0.0600 0.0600   15.07  < 1e-09  1.3e5  19.2    72    7739  JPL#10  
11500 1989 UR            2007-Nov-24 22:40 <  00:01  27.6 0.0710 0.0710   13.48  < 1e-09  2.8e5  18.4   163    3588  JPL#18  
 3200 Phaethon           2007-Dec-10 04:44 <  00:01  47.0 0.1209 0.1209   37.45  < 1e-09  1.8e5  14.6   369    5776  JPL#13  
 4450 Pan                2008-Feb-19 22:21 <  00:01  15.9 0.0408 0.0408   17.61  < 1e-09  7.7e4  17.2   104    3355  JPL#03  
      1999 JU3           2008-Feb-20 09:27    07:56  63.1 0.1622 0.1586    7.27  < 1e-09  8.8e3  19.2    48      54  JPL#19  
 6037 1988 EG            2008-Mar-07 14:29 <  00:01  64.9 0.1667 0.1667   19.83  < 1e-09  2.3e6  18.7   295*   3686  JPL#21  
 1620 Geographos         2008-Mar-17 11:41 <  00:01  48.7 0.1251 0.1251    9.74  < 1e-09  2.9e6  15.6   965*  16994  JPL#65  
      1999 SO5           2008-Apr-09 14:16    19:56  34.5 0.0887 0.0656    7.36  < 1e-09  5.0e2  21.3    57      19  JPL#14  
      1991 DG            2008-Aug-02 05:55    00:01  68.2 0.1753 0.1753   10.99  < 1e-09  3.2e5  19.0    41    2806  JPL#05  
      1991 VH            2008-Aug-15 12:59    00:01  17.8 0.0458 0.0458    7.84  < 1e-09  1.3e5  16.5   210    2326  JPL#02  
      1998 VO            2008-Oct-29 08:25    05:15  31.2 0.0803 0.0743   10.35  < 1e-09  6.2e4  20.4   113      37  JPL#14  
 4179 Toutatis           2008-Nov-09 12:22 <  00:01  19.6 0.0502 0.0502    9.21  < 1e-09  1.3e6  15.3   711*   3216  JPL#69  
      1993 KH            2008-Nov-22 08:11    00:01  38.7 0.0994 0.0994   13.43  < 1e-09  1.9e4  19.0    34    1672  JPL#03  
      1998 UT18          2008-Nov-25 09:09    01:09  41.0 0.1053 0.1045   11.95  < 1e-09  3.7e5  19.0   139     204  JPL#37  
      1998 CS1           2009-Jan-17 20:02    06:54  10.9 0.0279 0.0241   18.51  < 1e-09  4.6e4  17.5    71     192  JPL#06  
      1999 AQ10          2009-Feb-18 15:27    00:07   4.6 0.0117 0.0103    8.28  < 1e-09  1.0e4  20.4   127      42  JPL#30  
      1978 CA            2009-Mar-07        1/16:36  62.3 0.1602 0.1225   13.71  < 1e-09  1.1e5  18.0    48      32  JPL#09  
      1998 OR2           2009-Mar-19        8/22:15  47.8 0.1228 0.0557   10.08  < 1e-09  1.5e3  16.5    39      59  JPL#12  
      1998 SC15          2009-Mar-23 16:23    02:49  77.4 0.1989 0.1977   10.15  < 1e-09  8.7e4  19.4    80     243  JPL#17  
      1996 FG3           2009-May-06 09:09 <  00:01  60.7 0.1561 0.1561    6.58  < 1e-09  8.8e5  18.4   345    1065  JPL#05  
      1991 JW            2009-May-23 23:25    00:11  31.6 0.0812 0.0812    5.08  < 1e-09  2.2e5  19.3    29   15383  JPL#07  
      1994 CC            2009-Jun-10 09:03    07:31   6.6 0.0170 0.0166    8.38  < 1e-09  2.4e3  18.0    41     766  JPL#02  
      1999 DJ4           2009-Jun-12 09:46    08:46  70.3 0.1807 0.1782   12.18  < 1e-09  2.4e5  18.2   116     189  JPL#27  
      1999 MN            2009-Jul-12 11:51    03:09  26.2 0.0673 0.0173   17.31  < 1e-09  7.7e4  21.6    45      25  JPL#14  
 8566 1996 EN            2009-Aug-28 10:42 <  00:01  75.6 0.1942 0.1942   21.20  < 1e-09  2.0e5  16.5   294    5716  JPL#06  
      1998 VF32          2009-Nov-22        1/01:52  33.5 0.0861 0.0436   15.13  < 1e-09  4.1e4  21.1    50      10  JPL#12  
 3361 Orpheus            2009-Dec-25 18:30    00:01  53.8 0.1383 0.1383    6.51  < 1e-09  7.5e5  19.0    84    5908  JPL#04  
 4486 Mithra             2010-Mar-12 13:47    00:07  73.5 0.1889 0.1889   22.64  < 1e-09  1.1e5  15.6    64    9067  JPL#07  
      1999 MN            2010-Jun-03        2/16:32   2.2 0.0057 0.0053   15.32  < 1e-09  1.1e4  21.6    45      25  JPL#14  
      1999 JD6           2010-Jul-27 06:57    00:01  54.0 0.1388 0.1385   16.86  < 1e-09  4.2e4  16.7   209     158  JPL#42  
 6239 Minos              2010-Aug-10 21:08 <  00:01  38.3 0.0985 0.0985   10.17  < 1e-09  1.4e5  17.9    57    5855  JPL#08  
      1989 UQ            2010-Oct-21 06:54    00:01  59.7 0.1533 0.1533    6.01  < 1e-09  2.1e5  19.0   114    2596  JPL#03  
      1991 JW            2010-Nov-28 21:47    00:04  37.0 0.0952 0.0951    7.82  < 1e-09  8.6e4  19.3    29   15383  JPL#07  
      1998 HE3           2011-Feb-03 06:45    00:12  37.9 0.0973 0.0967   15.18  < 1e-09  1.8e3  21.5   106      24  JPL#04  
      1998 FH12          2011-Jun-23 14:36    08:22  52.7 0.1353 0.1269   20.91  < 1e-09  1.1e3  19.0    44      66  JPL#01  
      1999 RQ36          2011-Sep-11 00:50    00:04  68.7 0.1766 0.1766   10.77  < 1e-09  7.9e5  21.0   167*     20  JPL#31  
      1998 SC15          2011-Oct-18 18:13    01:27  47.3 0.1215 0.1202   16.79  < 1e-09  1.7e5  19.4    80     243  JPL#17  
      1996 FG3           2011-Nov-23 15:43    00:01  39.5 0.1014 0.1014    8.13  < 1e-09  6.2e5  18.4   345    1065  JPL#05  
      1994 XL1           2011-Nov-29        2/09:03  44.7 0.1148 0.0777   16.31  < 1e-09  9.0e4  20.5    75      16  JPL#03  
      1999 RD32          2012-Mar-13        5/03:46  51.6 0.1325 0.0814   19.35  < 1e-09  1.4e4  16.3   189      42  JPL#38  
      1999 GS6           2012-Mar-25 23:16    22:11  44.6 0.1146 0.0982   11.62  < 1e-09  3.0e4  19.7    93      49  JPL#07  
      1996 SK            2012-Apr-18 16:28    20:09  67.9 0.1745 0.1629   19.21  < 1e-09  2.7e4  17.2    90     302  JPL#02  
      1998 HE3           2012-May-10 17:44    00:50  13.2 0.0339 0.0286   11.88  < 1e-09  5.3e3  21.5   106      24  JPL#04  
 4183 Cuno               2012-May-20 19:13 <  00:01  47.4 0.1218 0.1218   14.40  < 1e-09  4.0e5  14.4   173   14674  JPL#11  
      1999 BJ8           2012-Jun-16 10:38    12:38  68.7 0.1766 0.1736   14.87  < 1e-09  4.5e5  18.0   255     218  JPL#22  
      1994 PM            2012-Aug-12 07:52    00:08  37.0 0.0952 0.0950   28.73  < 1e-09  1.8e5  17.5    94     678  JPL#03  
 4581 Asclepius          2012-Aug-16 08:49    00:07  42.0 0.1079 0.1078   13.48  < 1e-09  2.4e4  20.4    34     444  JPL#04  
 4769 Castalia           2012-Aug-28 17:07 <  00:01  44.2 0.1135 0.1135   12.05  < 1e-09  9.4e5  16.9    98*   2179  JPL#19  
      1998 QC1           2012-Sep-15 01:46    11:46  62.8 0.1613 0.1569   16.96  < 1e-09  1.3e5  19.6    92     189  JPL#27  
 4179 Toutatis           2012-Dec-12 06:40 <  00:01  18.0 0.0463 0.0463   11.91  < 1e-09  7.6e5  15.3   711*   3216  JPL#69  
      1998 WT24          2012-Dec-23 06:13    07:09  70.4 0.1809 0.1633   14.96  < 1e-09  1.7e4  17.7    43      33  JPL#11  
 4034 1986 PA            2013-Apr-01 23:08 <  00:01  59.5 0.1528 0.1528   12.14  < 1e-09  3.0e5  18.1    96*   4754  JPL#07  
 7753 1988 XB            2013-Jul-10 13:19 <  00:01  46.0 0.1183 0.1183   10.20  < 1e-09  2.5e5  18.6   246    3346  JPL#06  
 6037 1988 EG            2013-Aug-12 04:01 <  00:01  71.9 0.1847 0.1847   20.20  < 1e-09  1.1e6  18.7   295*   3686  JPL#21  
      1999 CF9           2013-Aug-22 22:46    07:22  24.2 0.0623 0.0573   18.88  < 1e-09  1.0e5  17.9   224     214  JPL#41  
      1998 ML14          2013-Aug-24 10:30    01:29  21.9 0.0562 0.0561   10.36  < 1e-09  7.3e5  17.6   248*    214  JPL#53  
 4581 Asclepius          2013-Aug-25 15:03    00:06  46.2 0.1188 0.1188    7.58  < 1e-09  7.8e4  20.4    34     444  JPL#04  
      1998 UT18          2013-Nov-21 15:53    01:09  67.1 0.1725 0.1715   13.62  < 1e-09  3.1e5  19.0   139     204  JPL#37  
      1996 RG3           2013-Nov-26        1/21:43  61.9 0.1591 0.1552   11.22  < 1e-09  1.6e5  18.5    97     245  JPL#02  
 3361 Orpheus            2013-Dec-07 00:10 <  00:01  40.1 0.1032 0.1032    6.06  < 1e-09  4.9e5  19.0    84    5908  JPL#04  
      1999 JV6           2014-Jan-13        5/13:29  60.0 0.1541 0.1293    6.46  < 1e-09  3.4e4  20.0    93      21  JPL#17  
      1995 SA            2014-Apr-03        1/03:31  74.3 0.1910 0.1822   14.18  < 1e-09  7.8e2  17.5    19    1687  JPL#04  
 2340 Hathor             2014-Oct-21 21:28 <  00:01  18.8 0.0482 0.0482   11.91  < 1e-09  1.2e5  19.2    72    7739  JPL#10  
      1998 SS49          2014-Nov-18 10:02    04:03  73.8 0.1895 0.1863   23.09  < 1e-09  2.5e5  15.9   102     280  JPL#26  
      1999 JV6           2015-Jan-05 13:46    15:52  34.2 0.0880 0.0624    7.56  < 1e-09  3.5e4  20.0    93      21  JPL#17  
      1998 HD14          2015-Apr-14 20:03    00:33  72.1 0.1854 0.1848   14.87  < 1e-09  2.9e4  21.0    55     392  JPL#05  
      1999 FN53          2015-May-14 12:39    02:28  26.4 0.0680 0.0676   13.73  < 1e-09  2.4e6  18.4   124*    190  JPL#36  
 1566 Icarus             2015-Jun-16 15:39 <  00:01  21.0 0.0538 0.0538   30.22  < 1e-09  1.1e6  16.4   579*  17174  JPL#29  
      1994 AW1           2015-Jul-15 14:24    00:16  25.3 0.0651 0.0647   12.45  < 1e-09  4.4e4  17.5   179     269  JPL#06  
      1999 JD6           2015-Jul-25 05:10    00:22  18.8 0.0484 0.0483   20.32  < 1e-09  3.8e4  16.7   209     158  JPL#42  
 7822 1991 CS            2015-Sep-04 23:28 <  00:01  62.1 0.1596 0.1596   18.95  < 1e-09  3.6e5  17.4   204*   2383  JPL#08  
      1998 WT24          2015-Dec-12        3/11:51  10.3 0.0265 0.0186    8.54  < 1e-09  5.9e3  17.7    43      33  JPL#11  
      1999 JV6           2016-Jan-05 22:20    17:47  13.2 0.0339 0.0314    9.48  < 1e-09  2.9e4  20.0    93      21  JPL#17  
 7822 1991 CS            2016-Feb-23 06:13 <  00:01  65.5 0.1683 0.1683   19.12  < 1e-09  2.7e6  17.4   204*   2383  JPL#08  
      1998 HD14          2016-Apr-09 14:45    01:53  60.3 0.1549 0.1543    6.14  < 1e-09  4.3e4  21.0    55     392  JPL#05  
      1997 XF11          2016-Jun-10 15:04    01:04  70.0 0.1798 0.1797    9.77  < 1e-09  9.3e4  17.0   147    2923  JPL#21  
      1998 HL3           2016-Jul-07        8/04:28  75.9 0.1950 0.1797    7.25  < 1e-09  5.0e3  20.0    61      36  JPL#04  
      1999 SO5           2016-Oct-14        5/21:52  63.5 0.1630 0.1604    7.24  < 1e-09  4.9e3  21.3    57      19  JPL#14  
      1999 AQ10          2016-Oct-18 07:41    13:35  55.8 0.1434 0.1305   10.92  < 1e-09  1.7e4  20.4   127      42  JPL#30  
      1997 XR2           2016-Nov-18 06:48    12:13  23.3 0.0599 0.0418    5.96  < 1e-09  9.0e4  21.0   149      27  JPL#02  
      1994 XL1           2016-Dec-10        2/00:26  37.7 0.0969 0.0525   16.70  < 1e-09  1.4e5  20.5    75      16  JPL#03  
 2102 Tantalus           2016-Dec-30 14:32 <  00:01  53.5 0.1375 0.1375   32.76  < 1e-09  3.1e5  16.2   190    8265  JPL#16  
      1999 JV6           2017-Jan-07        1/06:46  25.0 0.0643 0.0377   11.50  < 1e-09  2.5e4  20.0    93      21  JPL#17  
 5604 1992 FE            2017-Feb-24 10:05 <  00:01  13.1 0.0336 0.0336   11.95  < 1e-09  6.6e4  16.4    48    6907  JPL#06  
      1999 KW4           2017-May-31 14:36    00:43  65.0 0.1671 0.1666   19.68  < 1e-09  1.1e5  16.6   252      56  JPL#42  
      1998 VO            2017-Jun-12        3/15:19  73.6 0.1892 0.1834    6.78  < 1e-09  1.4e4  20.4   113      37  JPL#14  
 5189 1990 UQ            2017-Sep-26 18:08    00:03  23.8 0.0610 0.0610   13.97  < 1e-09  9.4e4  17.3    37    2949  JPL#04  
      1989 UQ            2017-Oct-16 02:14    00:02  60.8 0.1563 0.1563    6.08  < 1e-09  2.2e5  19.0   114    2596  JPL#03  
      1989 UP            2017-Nov-02 16:25    00:03  21.4 0.0549 0.0549    8.46  < 1e-09  3.8e4  20.5    72    1944  JPL#04  
 3361 Orpheus            2017-Nov-25 16:30 <  00:01  23.6 0.0607 0.0607    7.13  < 1e-09  3.4e5  19.0    84    5908  JPL#04  
 3200 Phaethon           2017-Dec-16 23:00 <  00:01  26.8 0.0689 0.0689   31.89  < 1e-09  1.4e5  14.6   369    5776  JPL#13  
      1999 JV6           2018-Jan-10        1/11:42  51.8 0.1330 0.0956   13.68  < 1e-09  2.3e4  20.0    93      21  JPL#17  
      1999 AQ10          2018-Jan-29        6/09:45  54.2 0.1394 0.1266    5.80  < 1e-09  1.3e4  20.4   127      42  JPL#30  
 1981 Midas              2018-Mar-21 21:20 <  00:01  34.9 0.0896 0.0896   26.51  < 1e-09  6.7e4  15.5    95*   9534  JPL#15  
      1999 KW4           2018-May-27 13:08    00:35  30.3 0.0779 0.0772   19.90  < 1e-09  3.7e4  16.6   252      56  JPL#42  
      1998 HD14          2018-Sep-07 10:29    01:09  62.4 0.1604 0.1601    6.14  < 1e-09  9.8e4  21.0    55     392  JPL#05  
      1998 WT24          2018-Nov-11 10:49    03:07  51.2 0.1316 0.1153   12.41  < 1e-09  9.8e3  17.7    43      33  JPL#11  
 4953 1990 MU            2018-Nov-29 10:38    00:01  41.6 0.1068 0.1068   23.43  < 1e-09  2.7e5  14.1    81*   9142  JPL#14  
 2340 Hathor             2019-Jan-13 18:02 <  00:01  56.1 0.1440 0.1440   10.28  < 1e-09  3.8e5  19.2    72    7739  JPL#10  
 4581 Asclepius          2019-Mar-22 08:51    00:21  53.7 0.1380 0.1377    6.95  < 1e-09  4.8e3  20.4    34     444  JPL#04  
      1998 SC15          2019-Apr-16 16:02    02:21  54.7 0.1405 0.1385   17.76  < 1e-09  1.3e4  19.4    80     243  JPL#17  
      1998 OH            2019-May-16 09:47    00:17  72.7 0.1868 0.1866   18.67  < 1e-09  4.2e4  16.1    99    2595  JPL#15  
      1999 KW4           2019-May-25 23:02    00:05  13.6 0.0350 0.0342   21.52  < 1e-09  1.5e4  16.6   252      56  JPL#42  
 5604 1992 FE            2019-Jun-18 08:29    00:04  51.3 0.1318 0.1317   15.56  < 1e-09  8.4e4  16.4    48    6907  JPL#06  
11500 1989 UR            2019-Jun-21 00:54 <  00:01  72.8 0.1870 0.1870   16.21  < 1e-09  6.0e5  18.4   163    3588  JPL#18  
 1620 Geographos         2019-Aug-31 17:20 <  00:01  53.4 0.1373 0.1373   15.28  < 1e-09  4.4e6  15.6   965*  16994  JPL#65  
      1999 GS6           2019-Sep-15        1/02:58  43.2 0.1111 0.0893   11.70  < 1e-09  1.1e4  19.7    93      49  JPL#07  
      1998 HL1           2019-Oct-25 15:58    06:07  16.2 0.0416 0.0415   11.20  < 1e-09  1.5e4  19.0    61     100  JPL#10  
      1993 KH            2019-Nov-08 03:07    00:03  39.5 0.1014 0.1014    8.93  < 1e-09  3.8e4  19.0    34    1672  JPL#03  
 4581 Asclepius          2020-Mar-25 14:50    00:13  27.5 0.0706 0.0703   12.77  < 1e-09  1.5e4  20.4    34     444  JPL#04  
      1991 DG            2020-Apr-06 02:40    00:05  32.9 0.0845 0.0845    8.88  < 1e-09  9.8e4  19.0    41    2806  JPL#05  
      1997 BQ            2020-May-21 21:47    00:22  16.0 0.0412 0.0411   11.68  < 1e-09  8.7e4  18.0   158     679  JPL#04  
